Category,License_number,Begin_reporting_period,End_reporting_period,Total_sales,Excise_tax_due
PROCESSORS,412363.0,2017-08-01,2017-08-31,31990.0,0.0
PROCESSORS,412024.0,2017-08-01,2017-08-31,151215.49,0.0
PROCESSORS,415699.0,2017-08-01,2017-08-31,1080.0,0.0
PROCESSORS,412752.0,2017-08-01,2017-08-31,38007.3,0.0
PROCESSORS,416235.0,2017-08-01,2017-08-31,2718.75,0.0
PROCESSORS,424045.0,2017-08-01,2017-08-31,16684.0,0.0
PROCESSORS,415738.0,2017-08-01,2017-08-31,4602.55,0.0
PROCESSORS,418443.0,2017-08-01,2017-08-31,7832.26,0.0
PROCESSORS,413455.0,2017-08-01,2017-08-31,2194.0,0.0
PROCESSORS,416199.0,2017-08-01,2017-08-31,445239.68,0.0
PROCESSORS,412636.0,2017-08-01,2017-08-31,7560.0,0.0
PROCESSORS,412711.0,2017-08-01,2017-08-31,15691.49,0.0
PROCESSORS,415873.0,2017-08-01,2017-08-31,2628.0,0.0
PROCESSORS,413223.0,2017-08-01,2017-08-31,15954.0,0.0
PROCESSORS,412754.0,2017-08-01,2017-08-31,30458.66,0.0
PROCESSORS,416579.0,2017-08-01,2017-08-31,176831.88,0.0
PROCESSORS,407575.0,2017-08-01,2017-08-31,5775.0,0.0
PROCESSORS,416155.0,2017-08-01,2017-08-31,40657.7,0.0
PROCESSORS,415919.0,2017-08-01,2017-08-31,720.0,0.0
PROCESSORS,416902.0,2017-08-01,2017-08-31,85026.55,0.0
PROCESSORS,413467.0,2017-08-01,2017-08-31,48902.0,0.0
PROCESSORS,416130.0,2017-08-01,2017-08-31,49538.35,0.0
PROCESSORS,412808.0,2017-08-01,2017-08-31,62591.25,0.0
PROCESSORS,416831.0,2017-08-01,2017-08-31,67885.03,0.0
PROCESSORS,413038.0,2017-08-01,2017-08-31,7697.98,0.0
PROCESSORS,412347.0,2017-08-01,2017-08-31,354349.5,-21.0
PROCESSORS,416510.0,2017-08-01,2017-08-31,59656.01,0.0
PROCESSORS,412337.0,2017-08-01,2017-08-31,57112.7,0.0
PROCESSORS,423681.0,2017-08-01,2017-08-31,12991.24,0.0
PROCESSORS,412497.0,2017-08-01,2017-08-31,32365.26,0.0
PROCESSORS,413650.0,2017-09-01,2017-09-30,26275.2,0.0
PROCESSORS,417272.0,2017-09-01,2017-09-30,4162.5,0.0
PROCESSORS,416426.0,2017-09-01,2017-09-30,25637.64,0.0
PROCESSORS,413855.0,2017-09-01,2017-09-30,77656.26,0.0
PROCESSORS,413478.0,2017-09-01,2017-09-30,127523.72,0.0
PROCESSORS,412599.0,2017-09-01,2017-09-30,33192.75,0.0
PROCESSORS,416057.0,2017-09-01,2017-09-30,12169.18,0.0
PROCESSORS,421839.0,2017-09-01,2017-09-30,20843.0,0.0
PROCESSORS,415964.0,2017-09-01,2017-09-30,22039.6,0.0
PROCESSORS,412892.0,2017-09-01,2017-09-30,30244.82,0.0
PROCESSORS,412557.0,2017-09-01,2017-09-30,30793.5,0.0
PROCESSORS,413293.0,2017-09-01,2017-09-30,30591.75,0.0
PROCESSORS,415998.0,2017-09-01,2017-09-30,201641.14,0.0
PROCESSORS,417142.0,2017-09-01,2017-09-30,226440.34,0.0
PROCESSORS,412266.0,2017-09-01,2017-09-30,26923.25,0.0
PROCESSORS,412741.0,2017-09-01,2017-09-30,9529.59,0.0
PROCESSORS,412015.0,2017-09-01,2017-09-30,47938.07,0.0
PROCESSORS,415700.0,2017-09-01,2017-09-30,87318.56,0.0
PROCESSORS,416228.0,2017-09-01,2017-09-30,2581.25,0.0
PROCESSORS,412949.0,2017-09-01,2017-09-30,24042.0,0.0
PROCESSORS,413066.0,2017-09-01,2017-09-30,12389.75,0.0
PROCESSORS,416754.0,2017-09-01,2017-09-30,36795.02,0.0
PROCESSORS,416929.0,2017-09-01,2017-09-30,26397.91,0.0
PROCESSORS,424878.0,2017-09-01,2017-09-30,17558.17,0.0
PROCESSORS,412624.0,2017-09-01,2017-09-30,3036.0,0.0
PROCESSORS,412991.0,2017-09-01,2017-09-30,401881.0,0.0
PROCESSORS,415961.0,2017-09-01,2017-09-30,35236.05,0.0
PROCESSORS,415727.0,2017-09-01,2017-09-30,5346.25,0.0
PROCESSORS,416043.0,2017-09-01,2017-09-30,48047.73,0.0
PROCESSORS,413462.0,2017-09-01,2017-09-30,1039445.23,0.0
PROCESSORS,413209.0,2017-09-01,2017-09-30,5145.0,0.0
PROCESSORS,412118.0,2017-09-01,2017-09-30,24025.46,0.0
PROCESSORS,424484.0,2017-09-01,2017-09-30,92180.35,0.0
PROCESSORS,416175.0,2017-09-01,2017-09-30,12446.0,0.0
PROCESSORS,412759.0,2017-09-01,2017-09-30,367037.0,0.0
PROCESSORS,412438.0,2017-09-01,2017-09-30,6315.01,0.0
PROCESSORS,412288.0,2017-09-01,2017-09-30,38838.75,0.0
PROCESSORS,412626.0,2017-09-01,2017-09-30,26521.0,0.0
PROCESSORS,412402.0,2017-09-01,2017-09-30,72260.5,0.0
PROCESSORS,412601.0,2017-09-01,2017-09-30,35051.69,0.0
PROCESSORS,417135.0,2017-09-01,2017-09-30,980.9,0.0
PROCESSORS,416353.0,2017-09-01,2017-09-30,19338.2,0.0
PROCESSORS,416762.0,2017-09-01,2017-09-30,47758.39,0.0
PROCESSORS,416894.0,2017-09-01,2017-09-30,14632.0,0.0
PROCESSORS,412692.0,2017-09-01,2017-09-30,9971.0,0.0
PROCESSORS,416019.0,2017-09-01,2017-09-30,9032.85,0.0
PROCESSORS,413613.0,2017-09-01,2017-09-30,28645.77,0.0
PROCESSORS,413139.0,2017-09-01,2017-09-30,31853.75,0.0
PROCESSORS,415726.0,2017-09-01,2017-09-30,9002.8,0.0
PROCESSORS,417631.0,2017-09-01,2017-09-30,11207.5,0.0
PROCESSORS,412179.0,2017-09-01,2017-09-30,18586.95,0.0
PROCESSORS,425099.0,2017-09-01,2017-09-30,37884.1,0.0
PROCESSORS,416641.0,2017-09-01,2017-09-30,20730.03,0.0
PROCESSORS,419493.0,2017-09-01,2017-09-30,616.26,0.0
PROCESSORS,416511.0,2017-09-01,2017-09-30,31315.25,0.0
PROCESSORS,413622.0,2017-09-01,2017-09-30,15572.33,0.0
PROCESSORS,425046.0,2017-09-01,2017-09-30,86136.75,0.0
PROCESSORS,416203.0,2017-09-01,2017-09-30,4320.0,0.0
PROCESSORS,412357.0,2017-09-01,2017-09-30,26851.0,0.0
PROCESSORS,413075.0,2017-09-01,2017-09-30,340036.63,0.0
PROCESSORS,412969.0,2017-09-01,2017-09-30,35331.31,0.0
PROCESSORS,416166.0,2017-09-01,2017-09-30,76506.0,0.0
PROCESSORS,412149.0,2017-09-01,2017-09-30,651613.53,0.0
PROCESSORS,416935.0,2017-09-01,2017-09-30,108946.26,0.0
PROCESSORS,412141.0,2017-09-01,2017-09-30,83650.88,0.0
PROCESSORS,412724.0,2017-09-01,2017-09-30,3405.0,0.0
PROCESSORS,412723.0,2017-09-01,2017-09-30,379505.4,0.0
PROCESSORS,415877.0,2017-09-01,2017-09-30,27902.75,0.0
PROCESSORS,416586.0,2017-09-01,2017-09-30,83527.5,0.0
PROCESSORS,412902.0,2017-09-01,2017-09-30,110239.28,0.0
PROCESSORS,412903.0,2017-09-01,2017-09-30,6039.8,0.0
PROCESSORS,412053.0,2017-09-01,2017-09-30,191968.74,0.0
PROCESSORS,412050.0,2017-09-01,2017-09-30,37522.0,0.0
PROCESSORS,412728.0,2017-09-01,2017-09-30,75147.78,0.0
PROCESSORS,417087.0,2017-09-01,2017-09-30,2940.02,0.0
PROCESSORS,417106.0,2017-09-01,2017-09-30,3115.56,0.0
PROCESSORS,412830.0,2017-09-01,2017-09-30,-17.1,0.0
PROCESSORS,412947.0,2017-09-01,2017-09-30,3784.1,0.0
PROCESSORS,415835.0,2017-09-01,2017-09-30,241550.5,0.0
PROCESSORS,413210.0,2017-09-01,2017-09-30,7436.16,0.0
PROCESSORS,419189.0,2017-09-01,2017-09-30,62008.5,0.0
PROCESSORS,416308.0,2017-09-01,2017-09-30,5999.14,0.0
PROCESSORS,412738.0,2017-09-01,2017-09-30,80831.1,0.0
PROCESSORS,413380.0,2017-09-01,2017-09-30,2571.69,0.0
PROCESSORS,419969.0,2017-09-01,2017-09-30,22792.65,0.0
PROCESSORS,412625.0,2017-09-01,2017-09-30,1375.3,0.0
PROCESSORS,416908.0,2017-09-01,2017-09-30,216656.46,0.0
PROCESSORS,412240.0,2017-09-01,2017-09-30,44980.52,0.0
PROCESSORS,415717.0,2017-09-01,2017-09-30,3460.0,0.0
PROCESSORS,412430.0,2017-09-01,2017-09-30,6285.5,0.0
PROCESSORS,416196.0,2017-09-01,2017-09-30,22144.0,0.0
PROCESSORS,412058.0,2017-09-01,2017-09-30,3337.0,0.0
PROCESSORS,420287.0,2017-09-01,2017-09-30,93628.42,0.0
PROCESSORS,412077.0,2017-09-01,2017-09-30,5005.01,0.0
PROCESSORS,412180.0,2017-09-01,2017-09-30,57127.05,0.0
PROCESSORS,412964.0,2017-09-01,2017-09-30,164135.6,0.0
PROCESSORS,416032.0,2017-09-01,2017-09-30,7283.0,0.0
PROCESSORS,412861.0,2017-09-01,2017-09-30,89914.68,0.0
PROCESSORS,415971.0,2017-09-01,2017-09-30,185885.76,0.0
PROCESSORS,417097.0,2017-09-01,2017-09-30,1862.0,0.0
PROCESSORS,412858.0,2017-09-01,2017-09-30,15570.25,0.0
PROCESSORS,413657.0,2017-09-01,2017-09-30,45040.5,0.0
PROCESSORS,412622.0,2017-09-01,2017-09-30,0.01,0.0
PROCESSORS,412566.0,2017-09-01,2017-09-30,17574.0,0.0
PROCESSORS,413174.0,2017-09-01,2017-09-30,79918.0,0.0
PROCESSORS,414039.0,2017-09-01,2017-09-30,263267.13,0.0
PROCESSORS,412627.0,2017-09-01,2017-09-30,44282.29,0.0
PROCESSORS,412704.0,2017-09-01,2017-09-30,31846.5,0.0
PROCESSORS,417349.0,2017-09-01,2017-09-30,742.5,0.0
PROCESSORS,416055.0,2017-09-01,2017-09-30,713.75,0.0
PROCESSORS,412408.0,2017-09-01,2017-09-30,101369.1,0.0
PROCESSORS,416008.0,2017-09-01,2017-09-30,193588.64,0.0
PROCESSORS,413431.0,2017-09-01,2017-09-30,3399.1,0.0
PROCESSORS,412099.0,2017-09-01,2017-09-30,2350.0,0.0
PROCESSORS,418921.0,2017-09-01,2017-09-30,112708.2,0.0
PROCESSORS,416502.0,2017-09-01,2017-09-30,1035381.45,0.0
PROCESSORS,415697.0,2017-09-01,2017-09-30,48545.16,0.0
PROCESSORS,412105.0,2017-09-01,2017-09-30,3081.01,0.0
PROCESSORS,417095.0,2017-09-01,2017-09-30,247144.19,0.0
PROCESSORS,416657.0,2017-09-01,2017-09-30,37800.99,0.0
PROCESSORS,416675.0,2017-09-01,2017-09-30,644.8,0.0
PROCESSORS,416400.0,2017-09-01,2017-09-30,18509.6,0.0
PROCESSORS,412831.0,2017-09-01,2017-09-30,102020.81,0.0
PROCESSORS,417155.0,2017-09-01,2017-09-30,36189.44,0.0
PROCESSORS,416677.0,2017-09-01,2017-09-30,4226.0,0.0
PROCESSORS,415881.0,2017-09-01,2017-09-30,11168.2,0.0
PROCESSORS,412252.0,2017-09-01,2017-09-30,174602.34,0.0
PROCESSORS,416619.0,2017-09-01,2017-09-30,1161.0,0.0
PROCESSORS,412154.0,2017-09-01,2017-09-30,28159.62,0.0
PROCESSORS,412747.0,2017-09-01,2017-09-30,8624.75,0.0
PROCESSORS,412260.0,2017-09-01,2017-09-30,3163.25,0.0
PROCESSORS,416103.0,2017-09-01,2017-09-30,2370.0,0.0
PROCESSORS,413464.0,2017-09-01,2017-09-30,41818.75,0.0
PROCESSORS,413948.0,2017-09-01,2017-09-30,231197.39,0.0
PROCESSORS,414041.0,2017-09-01,2017-09-30,95635.13,0.0
PROCESSORS,416538.0,2017-09-01,2017-09-30,78827.85,0.0
PROCESSORS,423842.0,2017-09-01,2017-09-30,82249.0,0.0
PROCESSORS,414462.0,2017-09-01,2017-09-30,310009.65,0.0
PROCESSORS,413084.0,2017-09-01,2017-09-30,45600.65,0.0
PROCESSORS,420213.0,2017-09-01,2017-09-30,77899.0,0.0
PROCESSORS,415970.0,2017-09-01,2017-09-30,37362.0,0.0
PROCESSORS,416551.0,2017-09-01,2017-09-30,83694.6,0.0
PROCESSORS,412246.0,2017-09-01,2017-09-30,45404.11,0.0
PROCESSORS,416393.0,2017-09-01,2017-09-30,57808.1,0.0
PROCESSORS,417163.0,2017-09-01,2017-09-30,5058.5,0.0
PROCESSORS,412449.0,2017-09-01,2017-09-30,852.6,0.0
PROCESSORS,422190.0,2017-09-01,2017-09-30,40283.76,0.0
PROCESSORS,412819.0,2017-09-01,2017-09-30,2116.55,0.0
PROCESSORS,417148.0,2017-09-01,2017-09-30,82170.0,0.0
PROCESSORS,416853.0,2017-09-01,2017-09-30,33561.62,0.0
PROCESSORS,422993.0,2017-09-01,2017-09-30,262019.73,0.0
PROCESSORS,422324.0,2017-09-01,2017-09-30,20815.86,0.0
PROCESSORS,412304.0,2017-09-01,2017-09-30,3327.25,0.0
PROCESSORS,416433.0,2017-09-01,2017-09-30,44141.5,0.0
PROCESSORS,412392.0,2017-09-01,2017-09-30,75310.75,0.0
PROCESSORS,412148.0,2017-09-01,2017-09-30,29795.75,0.0
PROCESSORS,413176.0,2017-09-01,2017-09-30,44738.0,0.0
PROCESSORS,416198.0,2017-09-01,2017-09-30,150268.45,0.0
PROCESSORS,414464.0,2017-09-01,2017-09-30,2243.25,0.0
PROCESSORS,414323.0,2017-09-01,2017-09-30,21746.45,0.0
PROCESSORS,421485.0,2017-09-01,2017-09-30,3017.19,0.0
PROCESSORS,415969.0,2017-09-01,2017-09-30,10867.83,0.0
PROCESSORS,413867.0,2017-09-01,2017-09-30,50.0,0.0
PROCESSORS,414233.0,2017-09-01,2017-09-30,15033.0,0.0
PROCESSORS,416412.0,2017-09-01,2017-09-30,18351.0,0.0
PROCESSORS,78256.0,2017-09-01,2017-09-30,375588.78,0.0
PROCESSORS,418524.0,2017-09-01,2017-09-30,28419.5,0.0
PROCESSORS,412263.0,2017-09-01,2017-09-30,36716.77,0.0
PROCESSORS,412815.0,2017-09-01,2017-09-30,47283.25,0.0
PROCESSORS,416601.0,2017-09-01,2017-09-30,22646.65,0.0
PROCESSORS,416804.0,2017-09-01,2017-09-30,72807.74,0.0
PROCESSORS,415932.0,2017-09-01,2017-09-30,5606.5,0.0
PROCESSORS,412072.0,2017-09-01,2017-09-30,64090.73,0.0
PROCESSORS,417174.0,2017-09-01,2017-09-30,151628.41,0.0
PROCESSORS,412069.0,2017-09-01,2017-09-30,16083.3,0.0
PROCESSORS,414286.0,2017-09-01,2017-09-30,345504.35,0.0
PROCESSORS,413858.0,2017-09-01,2017-09-30,8789.0,0.0
PROCESSORS,423298.0,2017-09-01,2017-09-30,1160.3,0.0
PROCESSORS,420031.0,2017-09-01,2017-09-30,8278.0,0.0
PROCESSORS,412254.0,2017-09-01,2017-09-30,1200.0,0.0
PROCESSORS,413130.0,2017-09-01,2017-09-30,3229.0,0.0
PROCESSORS,413954.0,2017-09-01,2017-09-30,18805.0,0.0
PROCESSORS,413952.0,2017-09-01,2017-09-30,45688.38,0.0
PROCESSORS,415456.0,2017-09-01,2017-09-30,15391.48,0.0
PROCESSORS,412400.0,2017-09-01,2017-09-30,63331.75,0.0
PROCESSORS,421103.0,2017-09-01,2017-09-30,62125.2,0.0
PROCESSORS,416025.0,2017-09-01,2017-09-30,79426.93,0.0
PROCESSORS,417571.0,2017-09-01,2017-09-30,269061.75,0.0
PROCESSORS,417794.0,2017-09-01,2017-09-30,9382.5,0.0
PROCESSORS,419152.0,2017-09-01,2017-09-30,5226.3,0.0
PROCESSORS,412274.0,2017-09-01,2017-09-30,106936.21,0.0
PROCESSORS,413712.0,2017-09-01,2017-09-30,-509.54,0.0
PROCESSORS,416431.0,2017-09-01,2017-09-30,34497.8,0.0
PROCESSORS,413165.0,2017-09-01,2017-09-30,24674.35,0.0
PROCESSORS,417364.0,2017-09-01,2017-09-30,28797.55,0.0
PROCESSORS,413204.0,2017-09-01,2017-09-30,19604.45,0.0
PROCESSORS,416039.0,2017-09-01,2017-09-30,9961.0,0.0
PROCESSORS,416690.0,2017-09-01,2017-09-30,28885.35,0.0
PROCESSORS,416578.0,2017-09-01,2017-09-30,1173.07,0.0
PROCESSORS,412743.0,2017-09-01,2017-09-30,8562.0,0.0
PROCESSORS,415986.0,2017-09-01,2017-09-30,96223.44,0.0
PROCESSORS,417526.0,2017-09-01,2017-09-30,20518.0,0.0
PROCESSORS,415997.0,2017-09-01,2017-09-30,249908.8,0.0
PROCESSORS,412232.0,2017-09-01,2017-09-30,1338.0,0.0
PROCESSORS,416700.0,2017-09-01,2017-09-30,9964.5,0.0
PROCESSORS,412135.0,2017-09-01,2017-09-30,27396.35,0.0
PROCESSORS,417321.0,2017-09-01,2017-09-30,522.0,0.0
PROCESSORS,412593.0,2017-09-01,2017-09-30,52478.32,0.0
PROCESSORS,418910.0,2017-09-01,2017-09-30,3183.09,0.0
PROCESSORS,413110.0,2017-09-01,2017-09-30,19927.82,0.0
PROCESSORS,416548.0,2017-09-01,2017-09-30,53199.5,0.0
PROCESSORS,416107.0,2017-09-01,2017-09-30,221209.58,0.0
PROCESSORS,415922.0,2017-09-01,2017-09-30,6862.4,0.0
PROCESSORS,412324.0,2017-09-01,2017-09-30,2290.0,0.0
PROCESSORS,417303.0,2017-09-01,2017-09-30,51994.9,0.0
PROCESSORS,415710.0,2017-09-01,2017-09-30,20661.61,0.0
PROCESSORS,413099.0,2017-09-01,2017-09-30,140450.01,0.0
PROCESSORS,417398.0,2017-09-01,2017-09-30,5888.75,0.0
PROCESSORS,417950.0,2017-09-01,2017-09-30,20097.8,0.0
PROCESSORS,412672.0,2017-09-01,2017-09-30,26055.5,0.0
PROCESSORS,413469.0,2017-09-01,2017-09-30,20753.0,0.0
PROCESSORS,412515.0,2017-09-01,2017-09-30,273875.44,0.0
PROCESSORS,412301.0,2017-09-01,2017-09-30,19803.86,0.0
PROCESSORS,421941.0,2017-09-01,2017-09-30,300091.0,0.0
PROCESSORS,412950.0,2017-09-01,2017-09-30,35165.66,0.0
PROCESSORS,413076.0,2017-09-01,2017-09-30,193309.78,0.0
PROCESSORS,415685.0,2017-09-01,2017-09-30,5358.75,0.0
PROCESSORS,416334.0,2017-09-01,2017-09-30,445141.45,0.0
PROCESSORS,412803.0,2017-09-01,2017-09-30,1597.5,0.0
PROCESSORS,412436.0,2017-09-01,2017-09-30,4134.0,0.0
PROCESSORS,412163.0,2017-09-01,2017-09-30,26920.0,0.0
PROCESSORS,414114.0,2017-09-01,2017-09-30,28023.25,0.0
PROCESSORS,412294.0,2017-09-01,2017-09-30,74540.55,0.0
PROCESSORS,417069.0,2017-09-01,2017-09-30,900.0,0.0
PROCESSORS,417274.0,2017-09-01,2017-09-30,4145.0,0.0
PROCESSORS,412295.0,2017-09-01,2017-09-30,95929.5,0.0
PROCESSORS,412529.0,2017-09-01,2017-09-30,1800.0,0.0
PROCESSORS,416689.0,2017-09-01,2017-09-30,2422.0,0.0
PROCESSORS,415933.0,2017-09-01,2017-09-30,17673.85,0.0
PROCESSORS,412416.0,2017-09-01,2017-09-30,16464.0,0.0
PROCESSORS,413287.0,2017-09-01,2017-09-30,1863476.32,0.0
PROCESSORS,419128.0,2017-09-01,2017-09-30,100787.93,0.0
PROCESSORS,414395.0,2017-09-01,2017-09-30,178525.62,0.0
PROCESSORS,412426.0,2017-09-01,2017-09-30,2740.86,0.0
PROCESSORS,424285.0,2017-09-01,2017-09-30,36956.4,0.0
PROCESSORS,415771.0,2017-09-01,2017-09-30,54738.06,0.0
PROCESSORS,424223.0,2017-09-01,2017-09-30,445428.61,0.0
PROCESSORS,416800.0,2017-09-01,2017-09-30,7057.52,0.0
PROCESSORS,416744.0,2017-09-01,2017-09-30,1758.8,0.0
PROCESSORS,412567.0,2017-09-01,2017-09-30,33026.7,0.0
PROCESSORS,416795.0,2017-09-01,2017-09-30,5777.87,0.0
PROCESSORS,415449.0,2017-09-01,2017-09-30,772392.05,0.0
PROCESSORS,412198.0,2017-09-01,2017-09-30,11918.75,0.0
PROCESSORS,412452.0,2017-09-01,2017-09-30,27300.26,0.0
PROCESSORS,417147.0,2017-09-01,2017-09-30,106977.15,0.0
PROCESSORS,417024.0,2017-09-01,2017-09-30,15303.94,0.0
PROCESSORS,417202.0,2017-09-01,2017-09-30,18956.93,0.0
PROCESSORS,417460.0,2017-09-01,2017-09-30,45456.0,0.0
PROCESSORS,416272.0,2017-09-01,2017-09-30,1370.0,0.0
PROCESSORS,412123.0,2017-09-01,2017-09-30,5443.25,0.0
PROCESSORS,417288.0,2017-09-01,2017-09-30,5380.0,0.0
PROCESSORS,412316.0,2017-09-01,2017-09-30,13787.3,0.0
PROCESSORS,416746.0,2017-09-01,2017-09-30,55540.25,0.0
PROCESSORS,415940.0,2017-09-01,2017-09-30,13564.44,0.0
PROCESSORS,415958.0,2017-09-01,2017-09-30,13102.45,0.0
PROCESSORS,416133.0,2017-09-01,2017-09-30,22947.54,0.0
PROCESSORS,416517.0,2017-09-01,2017-09-30,50122.5,0.0
PROCESSORS,412097.0,2017-09-01,2017-09-30,270268.66,0.0
PROCESSORS,416871.0,2017-09-01,2017-09-30,2030.0,0.0
PROCESSORS,415821.0,2017-09-01,2017-09-30,21029.04,0.0
PROCESSORS,414905.0,2017-09-01,2017-09-30,592.75,0.0
PROCESSORS,416519.0,2017-09-01,2017-09-30,80098.67,0.0
PROCESSORS,415156.0,2017-09-01,2017-09-30,74290.35,0.0
PROCESSORS,417017.0,2017-09-01,2017-09-30,68661.0,0.0
PROCESSORS,412760.0,2017-09-01,2017-09-30,89499.45,0.0
PROCESSORS,413379.0,2017-09-01,2017-09-30,6139.53,0.0
PROCESSORS,415712.0,2017-09-01,2017-09-30,428163.5,0.0
PROCESSORS,416656.0,2017-09-01,2017-09-30,12243.06,0.0
PROCESSORS,419136.0,2017-09-01,2017-09-30,54611.0,0.0
PROCESSORS,416990.0,2017-09-01,2017-09-30,18944.63,0.0
PROCESSORS,412196.0,2017-09-01,2017-09-30,2650.0,0.0
PROCESSORS,413631.0,2017-09-01,2017-09-30,42292.59,0.0
PROCESSORS,423954.0,2017-09-01,2017-09-30,4050.0,0.0
PROCESSORS,425496.0,2017-09-01,2017-09-30,1222.5,0.0
PROCESSORS,412639.0,2017-09-01,2017-09-30,526.0,0.0
PROCESSORS,412279.0,2017-09-01,2017-09-30,5157.64,0.0
PROCESSORS,416423.0,2017-09-01,2017-09-30,29418.65,0.0
PROCESSORS,414153.0,2017-09-01,2017-09-30,1452.5,0.0
PROCESSORS,416584.0,2017-09-01,2017-09-30,13607.1,0.0
PROCESSORS,416125.0,2017-09-01,2017-09-30,38257.75,0.0
PROCESSORS,412249.0,2017-09-01,2017-09-30,53409.96,0.0
PROCESSORS,413652.0,2017-09-01,2017-09-30,19894.23,0.0
PROCESSORS,416973.0,2017-09-01,2017-09-30,38294.91,0.0
PROCESSORS,416787.0,2017-09-01,2017-09-30,12943.25,0.0
PROCESSORS,413143.0,2017-09-01,2017-09-30,6064.5,0.0
PROCESSORS,416050.0,2017-09-01,2017-09-30,10934.0,0.0
PROCESSORS,413145.0,2017-09-01,2017-09-30,88808.15,0.0
PROCESSORS,413335.0,2017-09-01,2017-09-30,32128.0,0.0
PROCESSORS,413073.0,2017-09-01,2017-09-30,4266.0,0.0
PROCESSORS,417185.0,2017-09-01,2017-09-30,300.0,0.0
PROCESSORS,419959.0,2017-09-01,2017-09-30,34045.49,0.0
PROCESSORS,412341.0,2017-09-01,2017-09-30,102951.22,0.0
PROCESSORS,416772.0,2017-09-01,2017-09-30,7751.0,0.0
PROCESSORS,412074.0,2017-09-01,2017-09-30,142003.03,0.0
PROCESSORS,412630.0,2017-09-01,2017-09-30,107191.9,0.0
PROCESSORS,414197.0,2017-09-01,2017-09-30,45065.75,0.0
PROCESSORS,417735.0,2017-09-01,2017-09-30,10357.1,0.0
PROCESSORS,414287.0,2017-09-01,2017-09-30,52730.25,0.0
PROCESSORS,415761.0,2017-09-01,2017-09-30,4147.5,0.0
PROCESSORS,416606.0,2017-09-01,2017-09-30,116500.94,0.0
PROCESSORS,412573.0,2017-09-01,2017-09-30,6892.59,0.0
PROCESSORS,417301.0,2017-09-01,2017-09-30,10922.57,0.0
PROCESSORS,412372.0,2017-09-01,2017-09-30,5899.0,0.0
PROCESSORS,412096.0,2017-09-01,2017-09-30,16939.0,0.0
PROCESSORS,419395.0,2017-09-01,2017-09-30,68356.0,0.0
PROCESSORS,414281.0,2017-09-01,2017-09-30,265667.13,0.0
PROCESSORS,414145.0,2017-09-01,2017-09-30,11572.0,0.0
PROCESSORS,417183.0,2017-09-01,2017-09-30,1400.0,0.0
PROCESSORS,417010.0,2017-09-01,2017-09-30,65781.03,0.0
PROCESSORS,416693.0,2017-09-01,2017-09-30,43363.0,0.0
PROCESSORS,413085.0,2017-09-01,2017-09-30,62337.45,0.0
PROCESSORS,412373.0,2017-09-01,2017-09-30,94020.54,0.0
PROCESSORS,415692.0,2017-09-01,2017-09-30,15622.25,0.0
PROCESSORS,424500.0,2017-09-01,2017-09-30,40078.75,0.0
PROCESSORS,412792.0,2017-09-01,2017-09-30,124800.62,0.0
PROCESSORS,415719.0,2017-09-01,2017-09-30,22452.29,0.0
PROCESSORS,417513.0,2017-09-01,2017-09-30,3425.08,0.0
PROCESSORS,417214.0,2017-09-01,2017-09-30,360120.46,0.0
PROCESSORS,417192.0,2017-09-01,2017-09-30,11156.0,0.0
PROCESSORS,417200.0,2017-09-01,2017-09-30,32974.77,0.0
PROCESSORS,417295.0,2017-09-01,2017-09-30,92661.65,0.0
PROCESSORS,412978.0,2017-09-01,2017-09-30,13533.95,0.0
PROCESSORS,415793.0,2017-09-01,2017-09-30,5373.25,0.0
PROCESSORS,414040.0,2017-09-01,2017-09-30,75525.25,0.0
PROCESSORS,415713.0,2017-09-01,2017-09-30,2364.0,0.0
PROCESSORS,412258.0,2017-09-01,2017-09-30,250023.72,0.0
PROCESSORS,412634.0,2017-09-01,2017-09-30,90527.0,0.0
PROCESSORS,414152.0,2017-09-01,2017-09-30,2167.0,0.0
PROCESSORS,418372.0,2017-09-01,2017-09-30,1332.0,0.0
PROCESSORS,412233.0,2017-09-01,2017-09-30,4010.0,0.0
PROCESSORS,413123.0,2017-09-01,2017-09-30,10209.68,0.0
PROCESSORS,412678.0,2017-09-01,2017-09-30,25775.8,0.0
PROCESSORS,419820.0,2017-09-01,2017-09-30,15108.44,0.0
PROCESSORS,416738.0,2017-09-01,2017-09-30,11916.74,0.0
PROCESSORS,414232.0,2017-09-01,2017-09-30,56692.0,0.0
PROCESSORS,416751.0,2017-09-01,2017-09-30,14476.0,0.0
PROCESSORS,413179.0,2017-09-01,2017-09-30,11766.5,0.0
PROCESSORS,416021.0,2017-09-01,2017-09-30,10743.0,0.0
PROCESSORS,412875.0,2017-09-01,2017-09-30,6712.25,0.0
PROCESSORS,414143.0,2017-09-01,2017-09-30,10627.9,0.0
PROCESSORS,415766.0,2017-09-01,2017-09-30,105472.0,0.0
PROCESSORS,413916.0,2017-09-01,2017-09-30,0.1,0.0
PROCESSORS,413432.0,2017-09-01,2017-09-30,109892.0,0.0
PROCESSORS,423175.0,2017-09-01,2017-09-30,750.0,0.0
PROCESSORS,416765.0,2017-09-01,2017-09-30,37038.15,0.0
PROCESSORS,412109.0,2017-09-01,2017-09-30,25646.3,0.0
PROCESSORS,413090.0,2017-09-01,2017-09-30,21819.7,0.0
PROCESSORS,415689.0,2017-09-01,2017-09-30,12318.0,0.0
